travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,ground_service,value_for_money,recommended,overall_rating,review,Airlines,year,month
Couple Leisure,Economy Class,Birmingham to Rajkot via Delhi,2019-10-01,2.0,1.0,3.0,3.0,4.0,1.0,0,1.0,  Birmingham to Rajkot via Delhi. I have tried this airline first time and now it was last time because there is no service available on plane. Nobody came when I wanted something on plane even though put the buzzer on. Plus flight attendant was so rude to me. Basically you won't get nothing once you served. I wouldn't recommend this airline next time. Plus I paid more than other airline.,Spicejet,2019,10
Solo Leisure,Economy Class,Colombo to Delhi,2019-08-01,4.0,5.0,3.0,1.0,5.0,4.0,1,7.0,  Colombo to Delhi. The ground staff and cabin crew were very courteous. The quality was ok but not great. The cabin crew was helpful and pleasant. No in-flight entertainment.,Spicejet,2019,8
Business,Economy Class,Hyderabad to  Visakhapatnam,2019-10-01,3.0,4.0,2.0,2.0,2.0,1.0,0,2.0,  Hyderabad to  Visakhapatnam. This is the fourth time flight delayed I don't know why they are showing fake timings Every time I'm missing my train from Visakhapatnam. Not valuing customer time. Care less. I don't prefer air India for any journey.,Spicejet,2019,10
Family Leisure,Economy Class,Chicago to New Delhi,2019-10-01,2.0,3.0,3.0,1.0,2.0,2.0,0,3.0,"  I recently took a flight from New Delhi to Chicago and back and had contrasting experiences. On my flight to Chicago, the crew was excellent and extremely helpful and the  experience was quite comfortable, let down only by malfunctioning screens. On the other hand, my experience on the return flight from Chicago to New Delhi was really bad. Right from the unhelpful staff, to shoddy screens and toilets not working, spending those 14 hours was a nightmare. So, overall I still don't know whether to recommend Air India or not, only thing is fly only if that's the cheapest deal anyone is getting.",Spicejet,2019,10
Solo Leisure,Economy Class,Pune to Delhi,2019-10-01,3.0,4.0,4.0,2.0,1.0,1.0,0,1.0,"  I had booked my 18.50 flight via agent from Pune to Delhi on 9th October. But they cancelled this flight and merged with 22.15 flight due to less passengers. This was not informed to me. My eticket message received to me on my contact no, but this flight cancellation message not received. I had to spent 4 hours on Pune airport doing nothing. Secondly I reached Delhi at 1 pm on 10th October. On Pune airport no staff available to take my complaint. They had treated us very badly. I was really disappointed with the treatment received during this incident. ",Spicejet,2019,10
Business,Economy Class,Delhi to Mumbai,2019-10-01,3.0,3.0,1.0,1.0,1.0,1.0,0,5.0," 
I was travelling from Delhi to Bombay through Air India, AI665 on 16th October 2019 whose scheduled time is 8 am. It gets delayed (for no reason as there is no bad weather and no other flight of any other service provider gets delayed) for 1 hour and it's rescheduled time would be 9 am but the flight takes off at 9.40 which caused many inconveniences to many of us. I have a conference meeting in Thane Maharashtra at 12 noon and I got there after 1 pm which ruins my image. I request Air India to please take care of such types of inconvenience caused to passengers.",Spicejet,2019,10
Family Leisure,Economy Class,London to Delhi,2019-09-01,1.0,1.0,3.0,1.0,2.0,2.0,0,2.0,  London to Delhi. Seats were not comfortable in fact broken. Screens were not working. Reading lights were not working. Crew was not helpful at all in fact they tried to be sarcastic and advise us to join them in kitchen and help them when we made complain that screen and lights are not working!! Very unprofessional attitude. Crew totally ignore customers by not answering to call buttons. They didn't even had biscuits on their flights. ,Spicejet,2019,9
Solo Leisure,Economy Class,Delhi to Dubai,2019-06-01,4.0,3.0,4.0,3.0,1.0,3.0,1,5.0,"  Delhi to Dubai. Arrived Delhi airport 3 hr before time, no row was showing on display for my flight,1st the ground staff said that check in in row E, that was too crowded, after spending 45 min in that queue come to know that I am in wrong check in area, again have to queue at another one for 45 minutes, then come to know that they had don't have any info about my selected seat which I paid for, after that 15 min at check in counter to short out the matter, later immigration in Delhi was as pathetic as mostly, reach boarding gate just at the time of boarding even after reaching Airport around 3 hr before. Flight was ok, food good, on time.",Spicejet,2019,6
Solo Leisure,Economy Class,Dubai to Cochin,2019-09-01,3.0,1.0,1.0,1.0,1.0,2.0,0,3.0,"  I travelled from Dubai to Cochin on Sept 22nd, take off time from Dubai is 13.35. May be Off season offer air India announce a baggage of cabin 40 kilo and hand 8 kg. But my cabin bag includes only 34.5 kg and my fate my hand bag just exceeds 500gms while they weighing in boarding and it shows 8.450 kg. But they imposed a penalty of 70 Aed at the boarding entrance. They were not ready to allow a single gram. And also inside the flight the cabin hostess behaviour also found to be too harsh. I never support air India flight for a long travel. Inflight entertainment the headset and screen is not working and I ask for a better service to the hostess she replied that Air India have this  facility only.",Spicejet,2019,9
Couple Leisure,First Class,Delhi to London,2019-09-01,1.0,1.0,1.0,2.0,2.0,2.0,0,1.0,"  Delhi to London. Flew with Air India for the convenience of the direct flights. They were the same price as there competition, which we decided to use the National airline. We wish we never. The only positives are it’s direct and left on time. The plane was badly damaged on the inside. The clientele really don’t look after the planes. The seats were damaged or squeaky, the tray tables broke, netting to hold books iPad etc broke and then the toilets. They were gross. Worst toilets I’ve ever seen on an airline. Also in two that I went into the seat was broke and wouldn’t stay up on it’s own accord. The food was terrible. IFE was sufficient for the 8hours. The crew’s on board safety was awful. None of the safety checks were carried out when landing or taking off. I have to admit I was excited to Air India. But overall the experience was shocking.",Spicejet,2019,9
Solo Leisure,Economy Class,Delhi to Dubai,2019-09-01,4.0,3.0,4.0,3.0,2.0,4.0,1,2.0,"  Travelled last week on Delhi to Dubai route. Actual departure time was 16:50 but got message/mail/call in morning that it has been rescheduled for 17:20,ok,good that they informed early through all possible means. At Delhi Air India have common check in desk for all international flights still at the time I reached wasn't much crowded, 15 min in queue and 2 minute at desk. Boarding started on time but no zone wise boarding, everyone was boarding same time. They had only one scanner machine for boarding pass scanning but there were 2 queue to board,complete chaos,not a decent boarding experience. Aircraft was Boeing 787-8, AirIndia has some of the best leg room for economy, interior was just ok, not looking fresh. It was just 3.5 hour flight, they started beverage service just half hour after flying, not a bad selection of beverages,after that dinner, option of veg,chicken or mutton, was ok but earlier on same route got better. Finally landed in Dubai in 2 hr 50 min, half an hour before schedule. Inflight entertainment need to be improved. Overall okay experience for the price I paid.",Spicejet,2019,9
Solo Leisure,Economy Class,Singapore to Delhi,2019-09-01,4.0,3.0,2.0,2.0,4.0,3.0,1,6.0,"  Singapore to Delhi route was on negative side. Check in :I was flying 1st time from Singapore, my wife had flight to DXB by Emirates few hours before my flight, they had fully automated self checking and was expecting same for Air India but I was wrong. Air India still use conventional method of checking. Boarding was on time. Aircraft was in shabby condition, needs serious maintenance, torn back pockets, damaged window light control and many more. Breakfast served was just Ok, didn't expect this on a route like SIN DEL.Flight crew was ok. On time:Arrived Delhi before time,that was good.",Spicejet,2019,9
Couple Leisure,Economy Class,Delhi to Mumbai ,2019-09-01,1.0,1.0,3.0,3.0,3.0,1.0,0,1.0,"  Delhi to Mumbai. We had a 1 hour delay on the tarmac with non working air conditioning cabins and very minimum air venting at 40c temp in cabin . Were told by crew it would get better when we were airborne and while air vented a bit better when airborne it was still very warm. The staff knew Air Con had an issue and were told by numerous passengers even while on the tarmac but lied saying “air would be more once airborne”. Crew and Pilots obviously knew they had a fault, werent expecting to be on the Tarmac for an hour waiting for a delayed USA connection to this flight and flew with a fault anyway to keep schedule. ",Spicejet,2019,9
Solo Leisure,Economy Class,Delhi to Mumbai,2019-09-01,1.0,2.0,2.0,2.0,1.0,1.0,0,1.0,"  Delhi to Mumbai. Changed my flight to a different one and of an earlier time. Didn't bother informing even once. When I tried enquiring at the airport, they didn't find it important to reply to me for the same. Moreover, the flight's AC was having issues which again wasn't informed about. Hot and highly uncomfortable throughout the journey.",Spicejet,2019,9
Solo Leisure,Economy Class,San Francisco to Delhi via Hyderabad,2019-09-01,1.0,3.0,3.0,1.0,1.0,1.0,0,1.0,"  San Francisco to Delhi via Hyderabad. This was the first time I was flying Air India, and I have truly never used a worse mode of transportation ever. Air India has the worst aircraft with the most ancient entertainment systems. But that is a mere inconvenience in the harrowing experience that Air India considers to be an acceptable journey. After missing my connecting flight at Delhi International Airport, thanks to the inefficient airport security, and spending the night at the airport, when it was time to check-in to my new connecting flight, the Air India personnel at the counters were extremely curt, unhelpful and uncooperative about checking in my luggage that was already cleared from my previous flight. Upon boarding my next flight, I was welcomed to an unclean seat and food tray. Once I finally landed at my intended destination, Air India managed to lose one of my checked bags, which I was reconciled with after 6 days. This experience has definitely turned my family, friends and me away from Air India as future customers.",Spicejet,2019,9
Family Leisure,Economy Class,Frankfurt to Colombo via New Delhi,2019-08-01,1.0,2.0,1.0,1.0,1.0,1.0,0,1.0," We had a awful trip from FFM to Colombo and back with Air India. We chose them because they were offering the best times for both trips (but they changed them later from 8.40 in the morning to 2.40 in the middle of the night - and they do this apparently regularly). On both flights (actually all 4 flights because there is a stop over in Delhi) the online check-in was not working - as a result my family of four were spread all over the plane. In one case they booked as in row 23, but the aircraft only has 21 rows. So their IT is simply not working, everything is utmost slow (it took us 20 minutes to check in at the desk in Colombo). The aircraft from Colombo to Delhi is really old and dirty and this in combination with a non working IT, you don't believe that they really care about technical standards and safety. The entertainment system didn't work on both flights from FFM to Delhi. Every passenger needed numerous resets to get the minimum going - the minimum means a really small collection of outdated movies. I think even 15 years ago other airlines had better entertainment systems. This is clearly not acceptable. Sleeping was also difficult because we had numerious kids crying on all flights. The only positive aspect: some of the staff (not all) tried to do their best to solve the problems. So at least for us: never Air India again no matter how good their flight times are or how cheap they are. It is a shame that they are a member of the Star Alliance group.",Spicejet,2019,8
Solo Leisure,Business Class,Milan to Melbourne via Delhi,2019-08-01,5.0,5.0,4.0,3.0,4.0,5.0,1,8.0,"  Milan to Melbourne via Delhi. Pleasantly surprised by Air India Business Class. The cabin only has 18 comfortable seats which make excellent beds at the press of a control. The layout is 2x2x22 so you could be unlucky if travelling alone as not much privacy. Get an aisle seat for mobility. The food for main meals was delicious especially the vegetarian options. The drinks service was limited but all that is needed. The cabin crew on the long leg were kind and helpful, One elderly man took ill and they did everything they could to help him. The entertainment options are limited but the seat and bed are great value. Transfers at Delhi are slow and understaffed and need upgraded body screening equipment. I would fly business class with them again.",Spicejet,2019,8
Family Leisure,Economy Class,Birmingham to Kochi via Delhi,2019-07-01,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,"  Birmingham to Kochi via Delhi. This was the worst flight I've been on. First of all it was a last minute decision to fly to India regarding a family emergency so we booked an inexpensive flight and that flight was air India. The staff were rude to us and the the tray table was filthy and had bits of dried up food stuck on it, when I reported this to the stuff they handed me a tissue asked me to it clean up. You could have at least cleaned up the aircraft for the passengers to use and I take this offensive because hygiene is important to me. Next when we reached Delhi we were told to collect our luggage from the luggage belt and load it on to the next flight because it was a domestic one, this was the first ever time any airline had asked us to collect our luggage when we hadn't even reached our destination. At first we weren't sure because we had flown before and this had never happened so I asked the people at the information desk for help, there wasn't anyone else there but for some apparent reason the people at the desk couldn't see me I said excuse me about three times before someone looked up from their phone and when they did they were unhelpful and they looked at me like how could I disturb them from they're phone's. All in all it was a horrible experience and I will never fly on this airline again.",Spicejet,2019,7
Solo Leisure,Economy Class,Washington to Delhi,2019-06-01,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,"  Washington to Delhi. I had a family emergency, so I bought whatever ticket was available. Unfortunately, it ended up being Air India. I flew from Denver to Washington on United (Code Share) and then Washington to Delhi on Air India. The flight was delayed by a couple hours. Also, the boarding process was a mess. I stood in the line for like 45 min and then they asked me to get a new boarding pass when I was just about to get in, then put me back at the end of the line! I did not find my bag at the baggage claim in Delhi. So, I had to file a delayed baggage claim. The whole process was a nightmare as there wasn't enough staff available to help. Nobody knew what information to provide. After struggling for a couple hours, they filed a delayed baggage report and they told me I'd be receiving my bag within a couple days. After a couple of days, I called them and they told me that they didn't know where the bag was. So, I started calling them everyday. It would take me a couple hours of calling before they would pick up the phone. The phone operators never had any information about what was going on. One operator told me that the air india flight was not being operated anymore!!! I also sent several emails to the email provided on the delayed baggage report. But they never responded! After 10 days, I received a call from a local airport. They told me to come pick up the bag. I was surprised as the Air India people had told me that the bag would be delivered to my home. As I had a family emergency at home, there was no way I could travel a couple hours to the airport to pick up my bag. So , I told them that I would be filing a police report for stolen bag if they didn't deliver my bag. After several hours, they called me to let me know that they are sending the bag with someone to my home. On Air India's website, it is mentioned that there is $50 delayed baggage compensation if the bag is delivered after 24 hours. I have been trying to contact Air India customer care to get my compensation, but no one responds. I have been sending them emails every day without any luck. I recommend everyone to avoid this airline like plague. I am never flying with them again.",Spicejet,2019,6
Solo Leisure,Economy Class,Mumbai to Newark,2019-07-01,1.0,2.0,2.0,1.0,1.0,1.0,0,1.0,"  Mumbai to Newark. Horrible experience ever had. My flight would fly on July 2nd at 1:30am, but they delayed 3 hours first then delayed for ove night 3rd July 2:30 and we did fly by 4 am, and it supposed to be direct flight but they  lay over at Ahmedabad airport for 4 hours and  told us for only 1 hour and half. We basically waited 25 hours on airport with no hotel accommodation. They didn’t provide water and blankets till we asked on 2nd July. 3rd July we argued with staff and manager and they agreed to give us lodge and food.  I would never fly again Air India and not recommend this airline ever.",Spicejet,2019,7
Family Leisure,Economy Class,Mumbai to Newark,2019-06-01,1.0,3.0,2.0,2.0,1.0,1.0,0,1.0," Mumbai to Newark. Due to the short length of the runway at Mumbai airport and incompatibility of Air India, they always remove passenger baggage without ever informing them. They use a very common excuse ""bad weather"". So don't be surprised if you realize at your destination that your baggage was removed and never arrived with you. All other airlines are perfectly fine to land and take off from the Mumbai airport and you never hear any excuses from them. After realizing that you and several other passengers reached their destination without your baggage, the real fun (or frustration) begins. You will realize that Air India has only one phone number for their customer service contact which is the real deal. Average wait time to talk to a representative is over 60 min based on online search (I'm not exaggerating, in my personal experience these were the timings: 96 min, 118 min, 72 min and 130 min). Well after these wait times, you'll end up talking to the most idiotic morons on this planet who probably hate the entire human race. They no idea about anything related to Air India and no respect to listen to what you want, let alone help you. The frustration continues as these reps have no connection to the baggage department and then ask us to get a mystical ""complain number"" before they can look into our case. After calling the customer care for the fourth time, I was told that the number for US baggage department (973-242-0078). Now, I called them over 10-15 times over a period of two days and no one picks up the phone. The fun part is their voicemail box is full and not surprisingly you cannot leave any message or ever get that mystical ""complaint number"". Wrote emails to all departments of Air India including the baggage department. Still waiting for a reply. It's been three days and I'm looking for the lost baggage for me and my parents who travelled to the US and sill have no response from Air India. Please save yourself all this trouble and choose any other decent airline over Air India (even if its a few hundred dollars more pricy).",Spicejet,2019,6
Solo Leisure,Business Class,Mumbai to Ahmedabad,2019-06-01,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,"  Mumbai to Ahmedabad. Save yourself trouble and never fly Air India. I had a horrible experience with them twice when flying Economy which is why I stopped flying with them and picked Emirates instead. Unfortunately had to book a last-minute ticket and didnt have a choice. This time I hoped the experience will be better since I was flying Business. I am thankful that it was United who issued my tickets and were reliable enough to help me. Air India CS was a nightmare to deal with. Couldnt help. They couldnt find my record, they couldnt assign me a seat, they couldnt confirm anything. Not to mention I was on hold for an hour before they answered the phone. It was United Airlines who put in an hour to communicate with them and help re route me when my flight got cancelled.",Spicejet,2019,6
Family Leisure,Economy Class,San Francisco to New Delhi,2019-06-01,1.0,1.0,2.0,1.0,1.0,1.0,0,1.0," San Francisco to New Delhi. Worst of the worst. Don’t fly Air India unless this is your only resort. 1) I was traveling alone with my twin 3 year old daughters. They offered no support during the flight. I smiled more than they did. 2) I asked the hostess for water upon boarding and she told me to look in the seat pockets. No such thing was found. The seats were in horrible condition when we arrived. No one had cleaned after the previous flight. 3) No inflight entertainment. Everything was broken. 4) Calling the hostess is a useless exercise. Don’t bother waiting. 5) The arm rests were broken and cracked dangerously enough to cause a hazard for little kids. They kept falling on them when they were trying to sleep. 6) They have nothing to offer little kids. No coloring sheets, stickers. Nope. 7) Had booked child meals and was never offered the option while serving. When I complained, they simply said “You should’ve asked for it.” 8) When I whined about all this, one of the hostesses said that she’ll come and take a look. She never came.",Spicejet,2019,6
Family Leisure,Economy Class,Delhi to Hong Kong,2019-06-01,2.0,1.0,2.0,1.0,1.0,1.0,0,1.0,"  Delhi to Hong Kong. Air India flight was supposed to take of at 11 pm IST on 15/06/19 but let us cook in the flight for some 3 hours while mending a technical fault in the aircraft. Then at 2 am the air craft becomes grounded & we are requested to deplane to board another aircraft. Further we are subjected to a security check a second time which also became a harassment as there was hardly any staff to speed up the unnecessary process. The small children had become very fussy by 3 am. Then we boarded the next flight running to the next opposite gate so that flight could now leave in a orderly fashion. But after 15 minutes an announcement was made that the pilots had to deplane because of some regulations. With no further explanations about the current situation, there’s an announcement plz open gate l2. At 5 am with much confusion people started deplaning the aircraft a second time only to surround the two ground staff for some kind of explanation. It was really shameful to explain to the foreigners who didn’t understand hindi that its okay for the National Carrier Of India to behave in such fashion. But my biggest challenge of the night was dealing with my own 3 year old who was so excited, didn’t sleep until 4am in the morning & was constantly asking ‘when’s the plane gonna fly, when do we get on our cruise?",Spicejet,2019,6
Solo Leisure,Economy Class,Delhi to Mumbai ,2019-06-01,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,   Delhi to Mumbai. The worst baggage service and customer care which I have been ever seen. Please don't choose Air India which makes your journey and day of the journey and also entire trip as painful and stolen/broken luggage.,Spicejet,2019,6
Business,Economy Class,New Delhi to Amritsar,2019-06-01,3.0,3.0,2.0,1.0,3.0,3.0,0,2.0," I had a connecting flight with Air India from Amritsar to New Delhi. The airline changed the time of flight by three hours and interrupted the whole schedule. And then on contacting with airline customer service after 40 minutes of waiting on call, I have been advised that they can’t help me. Seriously they don’t understand what is the value of the customer.",Spicejet,2019,6
Family Leisure,Economy Class,Dubai to Chennai,2019-06-01,1.0,1.0,2.0,2.0,1.0,1.0,0,1.0," Dubai to Chennai. I booked the ticket for my family (3+1 Infant), when my family entered the aircraft they had not provided the infant carrier & for my family also seats provided at the last row, which the seats did not have recline. The flight was to reach Chennai @ 05.00 am today, due to less fuel they landed in Bangalore airport & they said that we are landing in Bangalore due to bad weather condition in Chennai, during the filling of fuel they switched off the engine & AC, more than 1 hour. All passengers are suffocated due to no air supply after all passengers shout they opened the emergency exit, my family had to hold the baby until they reached Chennai. They reached Chennai @ 07.30 am.",Spicejet,2019,6
Solo Leisure,Premium Economy,Frankfurt to Sydney via Delhi,2019-05-01,5.0,1.0,1.0,3.0,4.0,3.0,0,3.0,"  Frankfurt to Sydney via Delhi. Happy with new aircraft, sad with Service.  No drinks provided on seat, no response of call light. Need to walk to kitchen and ask for my drink.",Spicejet,2019,5
Family Leisure,Economy Class,Paris to Mumbai via Delhi,2019-06-01,2.0,1.0,2.0,1.0,1.0,1.0,0,3.0,  Paris to Mumbai via Delhi. Air India sorry to say is the worst airline experience any can ever have. I was traveling with my son and to make it easier instead of 2 suitcases of 23kg each I chose to carry 1 suitcase of around 28kg. While going to Paris I travelled in Emirates with same luggage allowance and had smoothest check-in. But for my return flight they did not let me check in because I had one suitcase and asked me to either make it in two bags (which  I didn’t have on Paris airport) or pay for excess. Even on requesting and telling them I have 46kg combined allowance for both tickets on same PNR but they denied stating I have to pay if I am beyond 23kg or I need to find my solutions and come back to them for checking. The air hostesses in flight were least interested in service. The headphone of my seat and my neighbours weren’t working and even after multiple requests they never even for once got time in a 9 hour flight to change our headset and thus no entertainment for us. Our flight from Paris to Delhi gets delayed. After customs and immigration the luggage drop off counter is a small crowded counter. No proper queues and Officers are the most rude people you will encounter. They at the last moment before dropping our luggage asked us to check in the liquor bought on duty free. We had to take out clothes from our bag and put bottles inside on the counter which was badly crowded and unprofessionally managed. Upon arrival in Mumbai after almost 15-18 hours and waiting for almost 40 mins for our luggage we are told that our baggage is left in Delhi and will come in the evening flight and will be delivered only after 1:00Am. On telling them that this delivery time is not acceptable they day they can only deliver that time or next day but when we told them there wont be anyone at home as we will be at office. The executive there told me that its my problem not hers. In all this was the worst experience in terms of an airline I can ever had. ,Spicejet,2019,6
Solo Leisure,Economy Class,San Francisco to Delhi,2019-06-01,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,"  San Francisco to Delhi. I booked this flight in February for June flight - unfortunately there was bad experience with me. Third class food, and  the baggage service very poor - they lost my bag at Delhi airport and they didn’t pick my call and then 4-5 days after they said I have to come airport again and pick up my bag - I am living 600 km away from airport. i would never recommend to anyone this airline.",Spicejet,2019,6
Solo Leisure,Economy Class,Melbourne to Hyderabad via New Delhi,2019-05-01,2.0,3.0,1.0,1.0,2.0,1.0,0,1.0,"  Melbourne to Hyderabad via New Delhi which had a transit time of 14 hours at New Delhi Airport. They asked to recheck in at Delhi Airport. When I was trasferring from International terminal to domestic terminal they dint even allow me to enter the airport stating that my flight has a long time to go and you need to wait. I was asked to wait outside the airport where there was no proper seating facility and waiting area available. When I was trying to contact Air india office they were not ready to listen and they were very rude and arrogant. I’ve been living abroad for the past 6 years and travelled with Malaysian, Singapore, Thai, Cathay Pacific and Sri Lankan airlines and never faced this kind of a problem. I was so unhappy with the customer service they have provided to me and finally when i demanded that I’l lodge a complaint against the airlines they finally allowed me inside the airport. I’ve my return flight on July 9th and I’ve the same 14 hours of transit time. I’m trying to contact the customer service helpline, Delhi airport office, Hyderabad airport office to enquire about the hotel booking or lounge booking but no one is picking up the phone and its keeping on hold line for more than 40 minutes. This is not the way you guys treat a customer. This is the worst customer service experience I’ve ever had in any airlines. Definitely I’m not flying with Air India again and will recommend to all my colleagues and friends not to fly with Air India.",Spicejet,2019,5
Solo Leisure,Economy Class,Copenhagen to Bangkok via Delhi,2019-04-01,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,"  Copenhagen to Bangkok via Delhi. Do they know the word customer service? I booked tickets flying from Copenhagen to Bangkok via Delhi. They changed the scheduled times 3 times. The last time they only allowed me 10 minutes in transit flying from Bangkok to Copenhagen via Delhi. I tried to call 3 different numbers to try and fix the problem, but I wasn't able to get a real person to answer the call. I then tried to write to different mail addresses, again I had to wait almost 2 weeks before I finally got an answer. Their solution was to offer me to fly from Bangkok to Delhi 1 day earlier, but then I had 12 hours in transit in one of the worst airports in Asia. When I wrote back to accept their offer, I had to wait another 2 weeks, and finally the night before I was supposed to fly back, they sent me an updated itinerary. On the first leg of my trip, the entertainment didn't work. The seats are very hard and old. The service is very poor, when I compare to other Star Alliance companies. The tickets were cheap, but I will not fly Air India again.",Spicejet,2019,4
Solo Leisure,Economy Class,Chicago to Chennai via New Delhi,2019-05-01,1.0,3.0,1.0,1.0,1.0,1.0,0,1.0,"  Chicago to Chennai via New Delhi. My initial flight from Chicago to New Delhi got delayed couple of hours because of delayed start. I had only couple hours for my connecting flight at New Delhi. Air India agent at Chicago has rebooked my flight from New Delhi to Chennai without asking my concern and the connecting time now I have is 9hrs. I was told at Chicago that I will be provided with a hotel and asked me to talk to Air India people at New Delhi for allotment. When I reached New Delhi, I was told that they do not have any hotel but can provide me with lounge access which has beds to sleep and fresh up. I was provided with a complimentary dinner from Dilli Street restaurant inside the domestic terminal. But when I came to lounge to take rest I was told that there is communication for them to provide lounge access and we had to escalate this to a manager at New Delhi airport who in turn told me that they did not promise me any lounge access or beds. I was told to just stay at boarding gate.  This is my first time flying with Air India. When I mentioned the same with Air India agents they said that this always happens with Air India and the service is not that great with Air India. When I spoke with manager and asked them ""Shouldn't they be providing accommodation for delays from Air India and is this how you treat passengers?"" Her reply was you can interpret that in any way but I cannot help you in any way except for asking you to wait at departure gate. Entertainment system in international flight did not work for my co passenger. I had to switch seats and we had to take turns to watch movies. I would rate them 0/10, but unfortunately I do not have that option.",Spicejet,2019,5
Solo Leisure,Business Class,Delhi to Melbourne,2019-05-01,4.0,5.0,5.0,4.0,2.0,5.0,1,9.0," Another very good flight with Air India. I was able to upgrade myself to Business and have not regretted it. The plane was very new and clean (including toilets throughout the flight), flight attendents and food excellent. The flight left on time and arrived in Melbourne about 10 minutes early. Although the layout is 2-2-2, the lie-flat beds are comfortable and Air India provided a warm blanket, pyjamas and a nice amenity set. The only slight drawback was the check-in procedure (that was not flight-specific but for all AI flights) and that took about 1 hour and 15 minutes of waiting to get four lines of passengers checked in before me, although these were the 'drop-bag' check in counters. Either Air India has upped its game or I was very lucky to have had two excellent flight experiences.",Spicejet,2019,5
Solo Leisure,Economy Class,Delhi to Paris,2019-04-01,2.0,3.0,2.0,1.0,1.0,1.0,0,3.0,"  Delhi to Paris. I had my worst flying experience so far with this company. I had my retrun flight from Delhi on April 29th 2019. When I arrived at the checking counter and presented my passport, another client with many passports just passed in front of me without any explanation. She was accompanied with what seems to be the manager. The agent ignored me completely and focused only on the new customer with many passports. I asked for explanations many times but the only answer I got is ""one second madam"". After about 10min, when finished with the ""out of nowhere"" customer, he handed me back my passport while telling me that my flight is tomorrow. The only explanation I got is that there was a technical problem with the company's server and there were not enough seats. After getting my boarding card for tomorow's flight I went to Air India's agency to demand an accommodation or any other assistance while waiting for my flight the next day. The only answer I've got is that there is nothing I can get on the spot and all I can do is to send a complaint by email to ask for compensation. If possible, avoid Air India at all cost. They will not even treat you as a human being if you don't know a manager or have some kind of a mysterious privilege",Spicejet,2019,4
Solo Leisure,Economy Class,Shanghai to New Delhi,2019-01-01,1.0,3.0,2.0,1.0,1.0,2.0,0,2.0,"  Shanghai to New Delhi. Positives: Main course was okay Arrived on time Negatives: Otherwise, the food was rubbish The hollywood section of the entertainment was frozen so didn't work, not like it offered good or new movies anyway. Only one small meal was served on a 7.5 hour flight. Seat was hard and uncomfortable. Interiors were outdated and in tatters even though it was a relatively new plane. Service was unremarkable. They didn't allow my bag to go even 0.5kg over the limit, wanted me to pay 200RMB extra. The cabin was very smelly, nothing felt clean at all. Even Chinese carriers are better than Air India.",Spicejet,2019,1
Solo Leisure,Economy Class,Amritsar to Mumbai,2019-04-01,3.0,4.0,4.0,2.0,3.0,2.0,1,8.0,"  I travelled on 13/4/19 from Amritsar to Mumbai. Thank god Air India is going, very much better, joyful crew, food was amazing, and above all pilot who landed 25 minutes early. Keep it up.",Spicejet,2019,4
Business,Economy Class,Bangkok to Mumbai,2019-04-01,4.0,1.0,4.0,1.0,5.0,3.0,0,5.0,"  I had bought a round ticket Mumbai to Hong Kong and Bangkok to Mumbai. While my trip from Mumbai to Hong Kong was a surprisingly good experience with excellent food and service, the return trip was not half as nice. The cabin staff were rude to say the least. And not only to me but to several passengers. When one passenger spoke out, more than 30 passengers clapped to support him. ",Spicejet,2019,4
Family Leisure,Economy Class,Kathmandu to Kolkata,2019-04-01,2.0,1.0,2.0,1.0,1.0,1.0,0,1.0," Terrible communications and poor service, not again! Was flying from Kathmandu to Kolkata on the 22nd of April. The flight kept getting delayed and there was no announcement or any sort of information. The Gate no was not provided as well. We kept guessing what was happening. Finally got to know that the Gate no. has been provided from staff but the same was not announced or updated on the digital boards. When the boarding started, there were two weird vehicles attached to the stairs of the plane, which were basically for another round of security checks. It was so hard to get up in those vehicles as the stairs were steep and my mom and dad who are old, struggled badly. Male security persons were opening ladies purses and searching them so disrespectfully. When I asked what's this checking for, I was not given any answers. The body check was also done in the most disrespectful way and everyone was feeling frustrated. When we finally came onboard, none of the staff or the captain apologised for the almost 2 hrs delay. Everyone seemed as if the flight is on time. Finally landed in Kolkata and many passengers missed their connecting flights because of such irresponsible behaviour of Air India. Never again! Such a shame!",Spicejet,2019,4
Solo Leisure,Economy Class,Melbourne to Delhi,2019-04-01,4.0,5.0,4.0,3.0,5.0,5.0,1,9.0,"  Melbourne to Delhi. An excellent flight, left on time, arrived Delhi 50 minutes early. The flight was about 80% full and other than a few very minor things I could not fault Air India. The food provided was excellent (breakfast of egg omelette with sausages, croissant, butter, jam, coffee/tee), lunch consisted of three choices (lamb, chicken, vegetarian). The chicken came with rice and vegetables with a separate side salad and desert, all of which was tasty and of good quality. On top of this there were two drink-runs and before landing they provided another sandwich. The seat was good (admittedly I forked out for an exit row which I then was happily able to have the whole row to myself), legroom good enough for a giraffe. The only very minor minus points were the not-working global map and a rather limited selection of new films. The crew was responsive and courteous and happy to assist. Overall, one of the more enjoyable flights in economy I have had over the last 40 or so years of flying.",Spicejet,2019,4
